Ticker,MMBuy,MMSell,AI1-Average,AI1-Previous,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-Previous,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-Previous,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-Previous,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC21-Previous,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-Previous,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
AAR,,,20000,20000,27,20000,350,66,18000,318,19900,19900,39,19900,52,,,0,20000,20000,,,0,,,0,17144.33,16000,74,17900,882,98,16000,244,6777.08,,3,16200,3,,,0,17884.41,18400,6,18400,6,1,17000,5
ABH,,,50788.64,50700,62,54200,1532,100,50300,1242,58000,58000,80,58000,370,94,51100,221,53000,53000,10,55000,10,,,0,50900,50900,32,50900,1682,14,49000,1022,24111.88,,27,65000,27,,,0,52100,52100,57,54500,830,250,52100,730
ACS,,,150000,150000,58,159000,72,10,140000,10,161300.57,160000,3,165000,29,6,160000,38,74706.55,,,,0,,,0,169000,169000,8,159000,45,10,150000,10,124000,124000,,,0,,,0,159000,159000,18,159000,20,1,151000,5
ADE,,,64100,64100,24,64100,202,20,47000,1434,69375,70000,32,70000,243,2,42500,107,43000,43000,4,47000,4,,,0,62000,62000,41,62000,317,18,45500,514,21239.53,,26,60000,26,,,0,59956.24,61600,31,61600,543,6,42000,1002
ADR,70000,,71300,71300,5,125000,55,46,71300,166,107055.93,110000,20,110000,114,50,85000,150,60000,60000,,,0,,,0,70069.2,70000,19,100000,69,1,71000,111,29140.78,,,,0,,,0,82500.01,85000,10,150000,10,50,72200,180
ADS,,,130290.75,132000,5,132000,123,2,116000,17,141138.32,125000,2,125000,6,10,104000,23,250000,250000,,,0,,,0,136500,138000,9,139000,42,10,113000,23,55163.27,,1,128000,1,,,0,165000,165000,75,165000,106,3,125000,24
AEF,,,6400,6400,7,8670,975,315,6400,2335,15000,15000,377,15000,502,44,7000,1042,40,40,76,9000,113,,,0,7000,7000,39,9800,937,36,7000,1300,10000,10000,6,10000,290,,,0,6580,6580,300,6690,2349,184,4250,3000
AEN,,,2240000,2240000,1,2230000,3,,,0,2065577.6,2180000,2,2150000,7,,,0,990267,,,,0,,,0,2000000,2000000,1,2290000,2,2,1200000,4,990267,,,,0,,,0,2500000,2500000,1,2600000,1,,,0
AFP,,,30000,30000,,,0,,,0,30000,30000,,,0,,,0,134412.7,,,,0,,,0,30000,30000,,,0,16,40000,16,134412.7,,,,0,,,0,35000,35000,,,0,3,35000,3
AFR,,,26623.82,27000,8,28000,19,100,22000,277,25000,25000,12,25000,12,41,20500,193,9504.3,,,,0,,,0,21000,21000,,,0,10,18000,30,9504.3,,,,0,,,0,20200,20200,7,25000,7,13,20200,33
AGS,,,490000,490000,2,490000,3,,,0,480000,480000,4,480000,5,,,0,500000,500000,,,0,,,0,719124.14,795000,1,800000,1,2,450000,2,222767.28,,,,0,,,0,799000,799000,1,799000,2,,,0
AHP,,,14500,14500,200,13000,1592,,,0,14500,14500,58,14500,179,,,0,5713.72,,,,0,,,0,12959.44,12500,97,12000,2711,10,9510,209,5713.72,,,,0,,,0,20000,20000,,,0,,,0
AIR,200000,,200000,200000,4,220000,4,100,200000,100,200000,200000,20,209000,341,100,200000,100,91179.59,,,,0,,,0,200000,200000,50,201000,309,100,200000,100,91179.59,,,,0,,,0,200000,200000,26,210000,30,100,200000,100
AL,,,1310,1310,20,1320,58948,25,1310,137096,1350,1350,1000,1420,16785,4,1280,13781,1280,1280,43,1350,10796,3000,1100,9007,1600,1600,1967,1600,59763,5,1450,19421,699.22,1100,2000,1000,12139,,,0,1400,1400,87,1400,13300,20,1240,2574
ALE,,,1350,1350,12,1370,37962,3544,1350,15336,1160,1160,278,1200,17684,1676,1160,2026,1700,1700,640,1700,840,,,0,1360,1360,952,1370,42887,1843,1350,8777,1490,1490,1922,1490,2311,50,1200,64,1340,1340,527,1340,31713,776,1240,5971
ALG,80,,281,281,8964,320,55910,6,281,19657,349,349,2142,349,21160,2379,300,4115,350,350,1467,350,1467,,,0,256,256,2135,299,29366,1252,256,3637,316,316,,,0,1000,200,1000,341,341,686,341,13465,200,260,7737
ALO,42,,252,252,145,330,100135,3874,252,66576,350,350,2235,350,23449,24,335,22772,201.2,182,347,299,30828,517,182,11835,373,373,140,373,107618,146,369,35666,260.84,290,1900,290,3397,500,200,500,324,324,100,324,71979,400,292,46835
ALR,,,1400,1400,9,1390,3045,120,700,250,3210,3210,1486,3210,2370,,,0,1345.41,,,,0,,,0,3150,3150,1246,3150,7987,1000,1000,1000,1345.41,,,,0,,,0,3690,3690,554,3690,3603,,,0
AMM,61,,160,160,941,160,57466,4596,120,22697,145,145,20734,145,86752,2098,122,136451,135,135,7577,135,7577,350,110,2350,189,189,9,189,70143,3800,174,48301,160,160,800,160,800,200,140,5985,175,175,835,195,63424,7412,162,28028
ANZ,,,73626.71,,1,125000,1,,,0,73626.71,,1,120000,1,,,0,73626.71,,,,0,,,0,73626.71,,,,0,,,0,70600.55,,,,0,,,0,73626.71,,,,0,,,0
APT,,,13936.53,13900,87,13900,1915,,,0,19800,19800,132,19800,173,,,0,6945.84,,,,0,,,0,16500,16500,405,16500,517,,,0,6945.84,,,,0,,,0,2000,2000,,,0,,,0
AR,83,,559.41,544,83,544,20719,200,512,41507,670,670,616,670,10079,200,501,14712,450,450,,,0,1000,350,2000,648,648,2867,648,17276,308,520,13223,700,700,550,700,2300,400,200,500,716.77,723,3388,723,33943,142,600,1951
ARP,,,10000,10000,4,9500,103,,,0,10000,10000,5,10000,5,,,0,4648.62,,,,0,,,0,8500,8500,34,8500,37,,,0,4648.62,,,,0,,,0,13000,13000,,,0,,,0
ASE,,,54000,54000,1,54000,1921,10,51000,1559,54327.68,55000,116,55000,1471,6,45200,606,55000,55000,21,55000,21,10,33000,10,50500,50500,8,50500,1351,13,47000,358,60000,60000,16,60000,16,,,0,45100,45100,52,53500,625,176,45100,474
AST,,,2649.49,3190,40,3190,6845,100,2200,2365,3700,3700,2387,3700,6382,132,3000,632,1776.4,,100,10000,100,,,0,3784.24,3990,314,3990,7330,50,3400,2623,2000,2000,100,4740,100,,,0,3650,3650,109,3650,2372,100,1500,100
ATA,,,30800,30800,2,30800,396,100,27900,794,31656.25,32000,38,32000,366,4,22000,379,28000,28000,,,0,,,0,28000,28000,9,28000,914,95,27200,1264,38000,38000,24,38000,24,,,0,29219.73,28700,2,28700,318,62,26000,116
ATP,,,50000,50000,5,50000,48,2,41000,2,30000,30000,,,0,,,0,12377.3,,,,0,,,0,40000,40000,,,0,50,40000,50,12377.3,,,,0,,,0,25000,25000,,,0,40,27200,40
AU,,,2430,2430,9,2890,7293,20,2430,4660,1610,1610,51,2540,2699,115,1610,4030,950,950,10,2200,10,,,0,2552.73,2580,11,2580,11832,114,2020,3077,998,998,51,1700,102,,,0,2524.79,2310,58,3910,2205,759,2310,2427
AUO,137,,477,477,687,599,31055,684,477,8624,369.46,390,241,390,2354,2000,260,4692,300,300,,,0,,,0,389,389,48,389,59264,1000,330,15069,280,280,,,0,,,0,425,425,2934,425,25319,600,225,3803
AWF,,,5700,5700,9,5700,22,25,4500,114,5680,5680,50,5680,498,20,4000,20,2951.99,,,,0,,,0,5000,5000,51,12000,51,3,5000,173,2951.99,,5,5950,5,,,0,6796.72,6000,13,7400,40,,,0
AWH,,,19559.17,19500,78,19500,368,,,0,24500,24500,198,24500,208,388,15800,488,8430.92,,100,30000,100,,,0,21286.7,25000,18,25000,82,5,20000,277,8430.92,,,,0,,,0,25000,25000,,,0,,,0
BAC,,,3408.06,3500,633,3500,1393,295,3100,1815,3200,3200,703,3200,703,500,2800,1600,1280.91,,,,0,,,0,3400,3400,482,3400,1628,230,2600,4060,1280.91,,10,2250,10,,,0,3109.51,3500,136,3500,136,40,2650,1770
BAI,,,16021.73,14700,14,16200,2278,372,14700,372,14834.55,16000,1,15000,333,50,14000,70,6821.51,,,,0,,,0,17000,17000,76,17000,232,500,14500,500,6821.51,,,,0,,,0,16266.67,16300,6,16200,52,,,0
BBH,750,2900,2900,2900,100,2900,2117,593,2890,1977,2890,2890,100,2900,9475,1000,2880,2979,2900,2900,154,2900,154,200,2800,252,2900,2900,100,2900,4140,1220,2890,4520,3000,3000,488,3000,1014,124,2000,135,2900,2900,100,2900,15263,844,2890,3075
BCO,,,774.42,775,1610,775,29617,1670,750,15981,765.79,880,2143,880,5814,1500,710,8510,660,660,400,1000,400,200,780,200,760,760,990,766,17237,480,692,12543,640,640,,,0,,,0,803.32,806,160,848,6153,1232,680,5196
BDE,850,2700,2700,2700,100,2700,100,1079,2690,3566,2670,2670,1181,2690,1281,990,2670,3412,2700,2700,190,2800,190,10,879,32,2690,2690,100,2700,2518,517,2690,6618,2700,2700,71,2700,279,90,1800,90,2700,2700,100,2700,101,461,2690,1594
BE,,,2569.51,2200,681,2800,13161,300,1950,11440,1900,1900,335,2490,1523,292,1900,2975,2900,2900,42,2900,142,,,0,2390,2390,2833,2400,10896,1000,2000,10015,1700,1700,18,1700,18,,,0,2366.88,2990,6,2980,236,22,2000,2642
BEA,84,,300,300,15,320,20582,9427,300,24756,378.14,383,1173,383,13683,548,330,13106,250,250,,,0,,,0,498.02,499,1543,499,1851,601,320,15704,250,250,16,400,16,757,250,757,320,320,60,349,2454,1167,320,30454
BER,,,739,739,473,739,29934,1494,450,23495,899,899,107,899,1107,2000,353,18945,400,400,,,0,,,0,598,598,1400,598,30194,1500,452,17248,117.55,,50,551,50,,,0,492.75,353,154,797,5500,3000,325,5000
BFP,,,26000,26000,8,25000,8,,,0,25000,25000,,,0,,,0,20233.02,,,,0,,,0,24000,24000,,,0,,,0,20224.42,,,,0,,,0,25000,25000,,,0,,,0
BFR,,,5200,5200,,,0,83,4500,83,7199.85,6100,50,8000,87,30,6100,280,2515.46,,,,0,,,0,6112.44,5000,3,6500,3,19,5000,243,2515.46,,,,0,,,0,4000,4000,,,0,46,4000,46
BGC,,,840,840,269,840,19500,160,681,17616,793.84,850,400,849,964,500,660,2457,600,600,,,0,,,0,731.5,800,2896,800,5926,1980,610,16506,500,500,200,675,200,,,0,749.09,745,3284,740,11834,19,652,770
BGO,,,4306.7,4310,126,4310,12199,790,3410,8342,3366.45,3960,57,3960,2973,168,2430,2308,2000,2000,70,3000,70,,,0,2660,2660,45,3100,8009,375,2660,5711,2100,2100,70,2800,167,3,2100,100,3568.8,3620,40,3630,2492,5,1800,355
BGS,,,214000,214000,1,214000,9,2,60000,2,228000,228000,3,220000,5,,,0,87625.2,,,,0,,,0,250000,250000,1,220000,2,,,0,87625.2,,,,0,,,0,219514.71,220000,1,219000,19,,,0
BHP,,,5760,5760,46,5770,1111,6,5520,1862,5790,5790,45,5790,917,36,4020,1085,1500,1500,,,0,,,0,5360,5380,8,5380,11556,10,5150,3550,4750,5000,31,5000,150,,,0,6000,6000,23,6000,836,30,4660,365
BID,,,70000,70000,24,69900,238,,,0,60000,60000,53,80000,53,,,0,24575.12,,,,0,,,0,55000,55000,3,70000,253,,,0,24575.12,,49,70000,49,,,0,80000,80000,7,80000,13,,,0
BL,,,6822.52,6870,144,6880,901,1,6010,945,7940,7940,18,7940,279,3,5100,29,4500,4500,,,0,,,0,8029.36,9000,473,9000,512,140,4360,402,2986.7,,10,7500,10,,,0,7491.62,6880,149,6880,494,4,6400,16
BLE,,,2907.63,2990,213,2990,2111,95,1750,595,2250,2250,208,2250,2490,33,1000,33,1804.34,,,,0,,,0,2090,2090,196,2090,3361,255,1400,1393,1804.34,,10,2300,10,,,0,2200,2200,44,2200,682,,,0
BMF,,,32000,32000,70,32000,663,112,28000,612,32500,32500,10,33000,385,,,0,10946.03,,,,0,5,22000,5,30132.27,31000,191,31000,521,11,26500,71,60000,60000,29,60000,29,,,0,31000,31000,5,31000,413,1,20000,1
BND,,,230,230,209,230,209,,,0,325,325,135,325,135,,,0,270.15,,,,0,,,0,323,323,,,0,10,150,10,500,500,,,0,,,0,155,155,,,0,,,0
BOR,,,450,450,556,450,21499,120,300,5120,320,320,578,320,2584,200,230,2826,300,300,,,0,300,225,300,320,320,2174,320,50467,20,300,11382,350,350,100,280,512,50,130,250,350,350,83,349,2868,2000,205,2001
BOS,,,5122.02,7000,155,7000,2181,167,3900,614,5700,5700,,,0,500,4200,1488,3250,3250,,,0,,,0,5967.43,6000,707,6000,707,500,4300,4065,1909.17,,50,4350,50,,,0,6806.81,6200,37,7000,37,40,5900,630
BPT,,,6727.29,6750,150,5850,156,,,0,4380,4380,,,0,,,0,2208.17,,,,0,,,0,10000,10000,555,10000,1651,,,0,2208.17,,,,0,,,0,8657.95,10000,24,10000,34,,,0
BR1,,,824000,824000,9,824000,30,1,700000,1,969000,969000,1,967000,11,2,680000,4,1300000,1300000,,,0,,,0,935000,935000,1,935000,5,1,500000,1,254764.78,,,,0,,,0,949000,949000,,,0,1,450000,1
BR2,,,950000,950000,1,996000,10,1,900000,1,950000,950000,1,975000,6,,,0,1300000,1300000,,,0,,,0,1155176.03,1160000,4,1070000,9,,,0,341875.33,,,,0,,,0,1200000,1200000,1,1300000,1,,,0
BRM,,,247.63,255,2000,255,29866,1700,201,3360,303.49,307,481,307,12802,800,265,2100,320,320,321,320,1201,1000,91,1000,270,270,3064,270,20269,400,190,18980,250,250,,,0,,,0,183.45,150,649,324,3548,,,0
BRO,,,6860,6860,363,6870,3273,71,2210,584,8990,8990,135,8990,372,500,2800,1028,2500,2500,,,0,,,0,4500,4500,,,0,108,4000,2614,830.05,,,,0,,,0,5312.03,8000,50,7500,362,200,2400,1262
BRP,,,4680.79,7000,12,8000,12,,,0,4000,4000,,,0,,,0,2661.34,,,,0,,,0,5500,5500,,,0,,,0,2661.34,,,,0,,,0,6340,6340,,,0,,,0
BRS,,,550000,550000,1,573000,7,1,400000,4,600000,600000,3,588000,5,1,475000,1,128580.32,,,,0,,,0,579000,579000,1,579000,2,1,350000,2,128580.32,,,,0,,,0,590000,590000,1,999000,2,1,400000,6
BSC,,,47043.67,50800,73,50800,1195,100,45100,172,46000,46000,100,54000,760,,,0,14494.9,,,,0,,,0,52000,52000,191,52000,391,,,0,14494.9,,1,52000,1,,,0,50864.73,54700,55,54700,255,5,30000,5
BSE,425,1900,1900,1900,100,1900,56099,2826,1890,11367,1900,1900,100,1900,88986,92,1890,4500,1913.52,2000,100,2000,100,3,1600,65,1900,1900,100,1900,26106,577,1890,13696,2000,2000,985,2000,2121,202,1000,202,1900,1900,100,1900,75715,495,1890,4278
BSU,,,556074.87,,,,0,,,0,850000,850000,,,0,,,0,556074.87,,,,0,,,0,556074.87,,,,0,,,0,556074.87,,,,0,,,0,556074.87,,,,0,,,0
BTA,500,1800,1800,1800,100,1800,100,76,1720,2204,1790,1790,3644,1790,3744,6,1660,687,1590,1590,4,1590,304,200,1580,203,1790,1790,4057,1790,6237,181,1560,7635,1900,1900,53,1900,672,10,1800,94,1800,1800,100,1800,101,250,1710,774
BTS,,,800,800,18,800,30773,1000,500,4239,863.05,900,3000,1000,3200,1000,600,12190,100.35,,,,0,,,0,680,680,4133,680,17662,52,500,4341,529,529,,,0,,,0,500,500,566,500,6843,1000,300,1000
BWH,,,7980,7980,22,7950,50,,,0,9000,9000,19,9000,19,,,0,3005.04,,,,0,,,0,8000,8000,1,8990,6,120,3320,193,3005.04,,,,0,,,0,7500,7500,383,7500,1383,,,0
BWS,,,26933.65,27800,12,27800,747,90,23000,405,26839.95,27000,,,0,3,27000,3,30000,30000,,,0,5,22000,5,29999.31,30900,4,30900,335,2,27200,336,8600.37,,1,23000,1,,,0,29927.03,30000,78,30000,78,2,25800,34
C,225,,1190,1190,1818,1190,120387,166,1180,37006,1160,1160,5633,1160,63967,150,1090,22885,1300,1300,175,1450,1729,17,1300,1081,1280,1280,287,1280,75043,138,1260,59157,941.25,1080,316,1080,5283,1600,800,1600,1100,1100,1838,1100,52129,1708,1020,46008
CA,,,1219.94,1500,,,0,290,300,290,1001.49,1200,2,3900,417,60,300,170,101,101,,,0,,,0,839.93,750,16,1240,326,15,203,3245,991.34,,15,1000,15,,,0,959.29,1500,243,1500,243,2,350,173
CAF,,,1880,1880,737,1890,18083,24,1750,7667,1750,1750,273,1750,24021,5,1670,3933,1000,1000,246,1700,1208,3,1000,103,1970,1970,204,1970,4606,20,1700,8925,1550,1550,237,1550,237,500,1000,500,2400,2400,1174,2400,5366,500,1910,3963
CAP,,,290,290,921,289,10907,1000,220,4586,290,290,650,317,4817,1035,290,2035,142.1,,,,0,,,0,334.7,347,80,347,17128,4855,275,12057,142.1,,100,500,100,,,0,330,330,100,295,578,1000,101,1100
CBL,91000,,91624.58,93000,8,93000,23,10,91200,226,91100,91100,,,0,78,91100,178,91000,91000,,,0,,,0,120000,120000,4,98000,166,10,91300,292,92000,92000,,,0,,,0,91100,91100,10,95000,60,72,91100,172
CBM,63000,,65819.15,65000,9,74600,47,23,65000,153,66801.62,63000,12,69900,388,100,63000,100,29533.97,,,,0,,,0,67063.98,69900,76,69900,182,8,63100,108,29533.97,,5,69900,5,,,0,63100,63100,1,69800,1,50,63100,150
CBS,42000,,42000,42000,289,42900,559,100,42000,100,43800,43800,29,43800,396,100,42000,100,17919.9,,2,49000,7,,,0,42276.48,42000,85,45000,189,100,42000,100,17919.9,,10,43000,10,,,0,42000,42000,10,48900,60,100,42000,100
CBU,,,480000,480000,101,700000,101,10,410000,50,490000,490000,1,699000,61,10,400000,10,174192.88,,,,0,,,0,650000,650000,15,640000,169,10,410000,49,174192.88,,,,0,,,0,500000,500000,130,700000,130,10,410000,60
CC,650000,,650000,650000,,,0,100,650000,100,650000,650000,1,700000,1,100,650000,100,331160.12,,,,0,,,0,650000,650000,5,750000,5,100,650000,100,331160.12,,,,0,,,0,650000,650000,,,0,100,650000,100
CCD,80000,,80000,80000,50,81000,300,100,80000,100,80000,80000,3,84700,496,100,80000,100,27594.74,,,,0,,,0,80082.48,80000,917,80300,1429,100,80000,100,27594.74,,,,0,,,0,80000,80000,3,85000,13,100,80000,100
CD,,,20000,20000,107,23900,117,100,10000,100,25000,25000,99,25000,99,10,20000,10,7893.7,,,,0,,,0,19365.99,20000,10,21000,59,10,17000,10,7893.7,,10,13200,10,,,0,25000,25000,,,0,,,0
CF,,,9000,9000,200,11200,1448,14,9000,921,10041.93,9700,1,10600,579,97,9700,1120,5000,5000,26,9000,26,,,0,9990,9990,,,0,2,9040,2041,7850,7850,,,0,,,0,8880,8880,35,10000,35,5,8880,1156
CHA,,,98800,98800,100,72000,392,5,35000,138,69000,69000,1,69000,10,5,30000,5,21001.5,,,,0,,,0,40000,40000,1,66000,25,5,30000,5,21001.5,,,,0,,,0,12500,12500,5,120000,5,5,30000,5
CL,,,3750,3750,120,3970,11784,1133,3750,4733,3700,3700,210,4440,21489,876,3700,2176,4440,4440,99,4600,509,180,2300,180,4691.33,4700,463,4700,12116,295,3910,3967,8000,8000,97,8000,97,100,4000,100,4000,4000,285,4000,9150,48,3960,4960
CLI,51,,240,240,24398,240,100524,48,215,2654,221,221,188,445,4810,98,221,6910,170,170,180,250,180,246,170,2246,447.65,444,1743,444,5673,36,252,14696,375,375,1500,300,1503,90,200,90,200,200,731,300,2731,2283,200,6810
COF,,,999.29,1000,282,1000,48078,28,955,22454,1100,1100,36,1100,60302,550,911,5570,1050,1050,455,1050,655,,,0,979,979,3821,979,71321,225,940,8101,925,925,2717,925,6261,2998,750,3278,933,933,52,933,10746,46,924,33675
COM,,,133685.55,135000,21,135000,131,5,123000,87,124490.32,125000,6,125000,60,3,117000,78,250000,250000,,,0,,,0,129000,129000,1,129000,160,5,122000,107,116000,116000,,,0,,,0,132689.02,142000,15,142000,20,4,111000,9
COT,,,3679.88,3700,510,3700,8534,9,3640,3743,3500,3500,18,3500,8093,23,3450,523,3000,3000,,,0,,,0,4000,4000,80,4000,16403,35,3600,3055,6000,6000,20,6000,20,,,0,3964.85,3970,1758,3970,3448,40,3150,1392
CPU,,,1426422.52,,,,0,,,0,1426422.52,,,,0,,,0,1426422.52,,,,0,,,0,1426422.52,,,,0,,,0,1426422.52,,,,0,,,0,1426422.52,,,,0,,,0
CQL,,,2257591.28,2290000,4,2290000,10,,,0,1680000,1680000,1,1690000,7,2,1600000,2,1000000,1000000,,,0,,,0,2050000,2050000,2,2000000,5,,,0,638520.44,,,,0,,,0,2100000,2100000,1,2000000,4,,,0
CQM,,,2200000,2200000,10,1900000,13,1,1000000,3,1730000,1730000,1,1750000,5,2,1450000,6,875000,875000,,,0,,,0,1500000,1500000,1,1770000,2,1,663000,3,484121.61,,,,0,,,0,1680000,1680000,4,1680000,5,,,0
CQS,,,1890000,1890000,2,1880000,5,1,860000,2,2000000,2000000,1,2100000,1,1,900000,4,800000,800000,,,0,1,600000,1,1600000,1600000,1,1900000,2,1,950000,1,378967.37,,,,0,,,0,1000000,1000000,1,2000000,1,1,850000,1
CQT,,,409000,409000,1,410000,4,,,0,499000,499000,1,497000,2,1,300000,5,250000,250000,,,0,,,0,500000,500000,1,510000,1,1,102000,5,107765.77,,,,0,,,0,492000,492000,1,493000,2,,,0
CRU,200000,,200000,200000,1,350000,3,100,200000,100,200000,200000,1,299000,2,100,200000,100,139438.87,,,,0,,,0,269000,269000,7,260000,31,1,210000,101,139438.87,,,,0,,,0,139438.87,,,,0,100,200000,100
CST,,,2500,2500,92,2500,92,1,56,1,1900,1900,126,1900,251,4,100,4,2923.84,,,,0,,,0,1000,1000,4,1000,112,,,0,2923.84,,,,0,,,0,2250,2250,87,2250,87,,,0
CTF,,,26639.53,28000,231,28000,1096,10,24000,10,37000,37000,111,31900,312,30,26000,315,16000,16000,,,0,,,0,27800,27800,11,37800,489,20,27800,749,20500,20500,10,60000,10,,,0,34961.11,35000,10,37900,95,30,27000,350
CU,,,1970,1970,14,1970,21273,405,1900,6838,2000,2000,336,2180,4780,2,1520,168,2250,2250,672,2250,672,,,0,1525.53,1500,372,1900,13170,1235,1500,1235,3000,3000,59,3000,59,50,1000,50,2063.53,2070,102,2070,7163,100,1980,1749
CUO,63,,325,325,476,325,21266,165,250,12565,446.99,450,498,459,6910,100,380,7164,163.33,163,222,250,222,,,0,300,300,1300,300,35017,4257,250,10137,600,600,,,0,,,0,464.36,465,505,465,10348,2000,380,2861
DA,,,70000,70000,17,70000,17,7,57000,67,57825.27,60000,58,60000,78,3,48000,43,45000,45000,,,0,,,0,60000,60000,30,65000,30,4,52500,56,26164.14,,,,0,,,0,80000,80000,35,80000,35,,,0
DCH,,,23000,23000,27,23300,661,46,23000,131,23000,23000,5,24400,45,,,0,8996.76,,,,0,,,0,22000,22000,1,24900,104,,,0,8996.76,,,,0,,,0,25400,25400,,,0,,,0
DCL,,,8467.45,8470,1822,8460,3544,50,6000,50,8376.5,8380,26,8380,330,50,5500,50,3482.63,,,,0,,,0,7672.17,7990,65,7990,1998,51,6790,423,3482.63,,10,6790,10,,,0,9946.67,9970,4,9970,420,50,7000,231
DCM,,,5357.05,5400,966,5500,4843,300,5000,3979,5107.27,5110,702,5900,770,172,4700,3068,3500,3500,,,0,,,0,5572.21,5580,111,5560,5472,100,4700,2739,4900,4900,,,0,,,0,6366.67,6400,51,6400,371,4997,4000,5199
DCS,,,2050,2050,104,2240,10442,110,2050,5210,2156.29,2050,246,2450,1248,367,2050,467,1500,1500,,,0,,,0,2350,2350,91,2350,6810,100,2150,4903,1840,1840,,,0,,,0,2631.78,2550,191,2550,191,1000,1950,5086
DD,,,37000,37000,50,38500,86,,,0,37000,37000,9,38900,13,,,0,25000,25000,,,0,,,0,25000,25000,1,40000,6,,,0,26664.98,,,,0,,,0,30000,30000,2,40000,6,,,0
DDT,,,5800,5800,188,5800,6288,108,5550,4886,6002.95,6010,305,6010,4852,65,5450,5854,4000,4000,,,0,10,4810,1060,5800,5800,1092,5800,7848,10,5070,9190,6000,6000,45,5900,345,,,0,5790,5790,155,5790,2169,5,4750,688
DEC,,,38900,38900,9,38900,1579,97,25100,485,27988.5,32000,8,31900,112,100,25100,482,9363.13,,,,0,,,0,34382.52,34500,69,34500,132,89,24200,585,9363.13,,44,40000,44,,,0,38000,38000,2,56700,48,100,23000,601
DIS,,,12000,12000,92,13000,184,10,12000,10,17000,17000,1,16000,60,5,8000,5,9500,9500,,,0,,,0,17000,17000,58,39000,78,,,0,20000,20000,4,20000,4,,,0,20000,20000,24,20000,24,,,0
DOU,,,400000,400000,5,399000,14,,,0,102013.57,,,,0,,,0,102013.57,,,,0,,,0,500000,500000,54,500000,54,,,0,102013.57,,,,0,,,0,275000,275000,,,0,,,0
DRF,,,6270,6270,32,6270,1810,303,5600,1803,15000,15000,35,7440,40,100,5000,100,3015.91,,,,0,,,0,7250,7250,16,7300,16,88,5800,388,3500,3500,,,0,,,0,6200,6200,5,6500,5,,,0
DV,,,13000,13000,7,13000,119,,,0,11823.93,13000,36,13000,86,,,0,15000,15000,,,0,,,0,11900,11900,2,11900,270,,,0,12324.54,,,,0,,,0,14400,14400,4,14400,9,,,0
DW,19,121,121,121,100,121,54100,20,118,361960,121,121,100,121,100,527,120,268888,120,120,6673,120,8215,7000,106,9200,121,121,100,121,233347,5167,119,336130,119.67,120,4750,120,26750,5000,110,18156,119,119,6621,119,205990,3943,118,607233
EBU,,,430000,430000,29,430000,29,10,240000,10,240000,240000,89,430000,91,17,240000,17,90558.97,,,,0,,,0,278000,278000,100,430000,146,10,260000,20,90558.97,,,,0,,,0,300000,300000,52,430000,52,13,260000,13
EDC,8000,,8625.17,15000,4,9000,48,200,8020,1541,8000,8000,205,8100,1238,100,8000,100,11000,11000,,,0,,,0,9500,9500,174,9500,394,100,8000,100,8216.36,,,,0,,,0,8000,8000,,,0,100,8000,100
EES,,,50000,50000,48,59900,1088,50,50000,60,56533.35,57700,1,57700,234,20,54000,40,75000,75000,5,65000,5,,,0,49600,49600,16,60000,16,6,49600,6,48435.5,,,,0,,,0,60000,60000,10,50000,102,4,17500,4
ENG,,,866000,866000,12,858000,66,,,0,810000,810000,1,815000,19,,,0,367068.11,,,,0,,,0,868000,868000,1,868000,19,,,0,367068.11,,,,0,,,0,900000,900000,1,929000,22,,,0
EPO,,,203,203,600,208,499999,9650,203,387332,215,215,7195,215,291023,4400,203,198388,225,225,5000,260,5000,500,100,500,229.63,230,4092,230,220346,10000,188,282580,200,200,3250,200,13550,5000,150,5000,205,205,7300,205,167595,10000,190,152925
ES,,,2093.35,2100,590,2100,1727,6,1810,597,2000,2000,663,2000,4298,6,1600,206,1650,1650,100,2000,100,,,0,2930,2930,99,2930,13460,410,2000,1275,1876.99,,20,1440,20,,,0,4500,4500,41,4500,1335,85,2300,1156
ETC,,,39900,39900,4,39700,344,40,20000,140,30000,30000,1,30000,1,50,20000,70,15000,15000,,,0,,,0,34137.72,40000,33,40000,93,33,15900,273,10273.1,,,,0,,,0,30000,30000,26,30000,168,,,0
EXO,,,388,388,109,388,15931,1000,343,17981,370,370,72,370,2908,88,360,8424,420,420,659,420,1369,40,310,40,375,375,58,375,21081,5,369,25250,306.87,300,43,300,2944,400,250,600,360,360,14,360,16959,57,359,5772
